idx,score,mean_dist,sd_dist,cv_dist,min_dist,max_dist,range_dist,skewness,kurtosis,bottleneck_w1,bottleneck_w2,bottleneck_dist,potential_mean,improvement,km_cluster,topology
371,90.2130372,0.9624783,0.17030577,0.17694506,0.6579145,1.2016891,0.5437746,-0.037665486,-1.3190889,авторитаризм,эмпиризм,0.6579145,0.97770643,0.015228152,0,Random
372,97.20782503,1.0076398,0.09506176,0.09434101,0.8217219,1.1721668,0.3504449,-0.13905494,-0.3579483,педант,акробат,0.8217219,1.0169356,0.009295821,0,Uniform
373,80.96328568,0.89368284,0.123192705,0.13784835,0.5940089,1.0710936,0.47708464,-0.8268515,0.2866664,сон,туман,0.5940089,0.9086665,0.014983654,3,Uniform
374,83.92904762,0.917096,0.14807141,0.16145682,0.53582144,1.0727795,0.5369581,-1.3407325,0.7720461,ступень,стадия,0.53582144,0.93615973,0.019063711,3,Star
375,75.51927114,0.8464461,0.100559376,0.11880187,0.5394713,1.0122406,0.47276932,-1.4299403,2.6163602,тетрадь,книга,0.5394713,0.8617948,0.0153487325,1,Uniform
376,86.4141397,0.93567264,0.0855698,0.09145271,0.8004195,1.0641623,0.26374274,-0.06498429,-1.2504988,труба,обрыв,0.8004195,0.9424354,0.006762743,0,Uniform
377,94.7789652,0.9925091,0.08356263,0.08419331,0.8037981,1.0902259,0.28642786,-0.9047789,-0.15843606,перпетуум,аккредитив,0.8037981,1.0019447,0.0094355345,3,Uniform
378,91.40695701,0.97054607,0.10958198,0.11290755,0.7780851,1.1079961,0.329911,-0.50566006,-1.017943,гамбит,капилляр,0.7780851,0.9801691,0.009623051,0,Uniform
379,92.23286994,0.976035,0.09724403,0.099631704,0.7778537,1.2290931,0.45123935,0.62978405,1.1326256,заря,лето,0.7778537,0.9859441,0.009909093,0,Uniform
380,81.20170574,0.89561945,0.11598957,0.12950765,0.57262117,1.0355383,0.46291715,-1.1434195,1.0906782,девера,левера,0.57262117,0.9117694,0.016149938,3,Uniform
381,92.66182864,0.9788569,0.20515859,0.20958997,0.6560421,1.3320323,0.6759902,0.1296792,-1.1228813,синхрофазотрон,квазар,0.6560421,0.9949978,0.016140878,2,Random
382,83.67799496,0.91516876,0.1144936,0.12510654,0.6743741,1.1225781,0.44820404,-0.119380735,-0.5594351,компьютер,машина,0.6743741,0.9272086,0.01203984,0,Uniform
383,84.65467044,0.92261267,0.15381677,0.16671869,0.38249594,1.1256632,0.7431672,-2.073769,5.3835897,кобура,портупея,0.38249594,0.94961846,0.027005792,1,Star
384,93.99026333,0.9874755,0.11592558,0.1173959,0.7697096,1.1910334,0.42132378,0.1463536,-0.87603617,мелиорация,дериватив,0.7697096,0.99836385,0.010888338,0,Uniform
385,72.72287741,0.81952304,0.11247219,0.13724104,0.63363767,1.0219203,0.38828266,0.28651735,-1.1673776,живот,сосок,0.63363767,0.82881725,0.009294212,0,Uniform
386,97.12873605,1.0071557,0.079561196,0.07899593,0.8238444,1.1148348,0.2909904,-0.77982545,0.23613286,дискография,варьете,0.8238444,1.0163212,0.009165525,3,Uniform
387,86.72251881,0.9379174,0.08237523,0.08782781,0.79738784,1.0650723,0.26768446,-0.105537154,-1.1706252,табурет,тетрадь,0.79738784,0.9449439,0.0070264935,0,Uniform
388,89.94641478,0.9606545,0.058080435,0.060459234,0.8687455,1.0662606,0.19751507,0.19729477,-0.7353666,наречие,крестовина,0.8687455,0.96524984,0.0045953393,0,Uniform
389,89.88161817,0.96020997,0.08456423,0.08806848,0.7567313,1.0792955,0.32256424,-0.54255885,-0.009277582,хлеб,мел,0.7567313,0.97038394,0.010173976,3,Uniform
390,94.53097426,0.9909332,0.09796414,0.09886049,0.8195662,1.1804829,0.36091667,0.17770782,-0.49942422,рододендрон,болячка,0.8195662,0.9995015,0.0085683465,0,Uniform
391,96.17396161,1.0012659,0.10492576,0.1047931,0.82235456,1.2052908,0.38293624,0.23401564,-0.7291124,подросток,профессионал,0.82235456,1.0102115,0.008945584,0,Uniform
392,89.50188089,0.9575951,0.11063836,0.115537725,0.75086486,1.1900969,0.439232,0.13863744,-0.23520589,телега,солома,0.75086486,0.96793157,0.010336459,0,Uniform
393,80.14078104,0.88692373,0.09525596,0.1074004,0.73571783,1.0592763,0.3235585,0.026167309,-1.090769,машина,ручка,0.73571783,0.89448404,0.0075603127,0,Uniform
394,69.74575497,0.7883323,0.09257612,0.11743286,0.6016859,0.93461245,0.33292657,-0.21432242,-0.7457185,пряжа,спица,0.6016859,0.7976646,0.009332299,0,Uniform
395,91.39445723,0.9704623,0.08724147,0.08989681,0.82055706,1.1870384,0.36648136,0.6494123,0.11097336,время,урок,0.82055706,0.9779576,0.007495284,0,Uniform
396,90.68189635,0.9656657,0.07144573,0.073985994,0.7970806,1.1020606,0.30497998,-0.15540189,0.27500772,обрубок,наперсток,0.7970806,0.97409505,0.0084293485,0,Uniform
397,81.4088385,0.8972938,0.13927034,0.15521152,0.6560421,1.1378788,0.48183668,0.001848921,-0.91353464,квазар,синхрофазотрон,0.6560421,0.9093564,0.012062609,0,Random
398,90.87417565,0.96696573,0.08240652,0.08522176,0.7981443,1.128615,0.33047074,-0.21596493,-0.19688392,здоровье,смелость,0.7981443,0.97540677,0.008441031,0,Uniform
399,94.81652064,0.9927472,0.077028245,0.077590995,0.8382417,1.1148348,0.2765931,-0.15071696,-0.675812,дискография,абракадабра,0.8382417,1.0004724,0.007725239,0,Uniform
400,86.24160979,0.9344111,0.095079444,0.10175333,0.80380917,1.1250217,0.32121253,0.39658356,-1.0053828,трава,лестница,0.80380917,0.9409412,0.006530106,0,Uniform
401,89.70745629,0.9590128,0.1096453,0.114331424,0.7252303,1.1503365,0.42510623,-0.06775674,-0.5779705,презерватив,парик,0.7252303,0.9707019,0.011689067,0,Uniform
402,94.57281595,0.9911993,0.099091575,0.09997139,0.7236279,1.1219236,0.39829564,-1.0863189,0.7679765,пирс,клей,0.7236279,1.0045779,0.013378561,3,Uniform
403,98.14448713,1.0133327,0.08030875,0.0792521,0.8237143,1.1148348,0.29112047,-0.64445406,0.0031833649,астролог,альбедо,0.8237143,1.0228136,0.009480834,3,Uniform
404,86.80545608,0.938519,0.10587516,0.11281088,0.7665324,1.1601571,0.39362466,0.25047818,-0.6979749,диверсия,инверсия,0.7665324,0.9471183,0.008599281,0,Uniform
405,93.37955874,0.98353595,0.07405553,0.075295195,0.8510273,1.097913,0.24688572,-0.2531392,-0.7691958,математика,футбол,0.8510273,0.9901613,0.0066253543,0,Uniform
406,91.62945012,0.97203207,0.102080025,0.10501713,0.7344091,1.1541512,0.4197421,-0.6534655,0.4420328,тромб,протуберанец,0.7344091,0.98391324,0.011881173,3,Uniform
407,89.09147595,0.95474976,0.086346164,0.09043853,0.7115582,1.0846739,0.37311566,-0.8260725,0.9988837,подгузник,подушка,0.7115582,0.9669094,0.012159646,3,Uniform
408,92.51056053,0.97786397,0.08568941,0.08762917,0.8329692,1.1377898,0.30482066,0.22396526,-0.8739855,скотоводство,сводничество,0.8329692,0.9851087,0.007244706,0,Uniform
409,92.10184428,0.97516894,0.0681429,0.06987804,0.8568249,1.0946056,0.23778069,-0.050236322,-0.94971967,харизма,балл,0.8568249,0.98108625,0.0059173107,0,Uniform
410,95.66181301,0.998072,0.073144,0.07328529,0.86468923,1.1079961,0.24330688,-0.35318446,-0.8829467,дискография,гречка,0.86468923,1.0047412,0.0066691637,0,Uniform
411,97.87876841,1.0117254,0.06511856,0.06436387,0.86783534,1.1148348,0.24699944,-0.29292804,-0.31711054,дискография,кровля,0.86783534,1.0189198,0.0071944,0,Uniform
412,91.75874213,0.97289306,0.11334127,0.11649921,0.69459975,1.1507674,0.4561677,-0.7313536,0.108564615,плазма,пульсар,0.69459975,0.9868077,0.013914645,3,Uniform
413,97.13142075,1.0071719,0.05873416,0.058315925,0.9146527,1.1148348,0.20018208,0.4558451,-0.74046445,дискография,фламинго,0.9146527,1.011798,0.004626155,0,Uniform
414,85.36349617,0.9279267,0.09188476,0.09902157,0.76187354,1.1107588,0.34888524,0.17864834,-0.46806955,кит,идиот,0.76187354,0.93622935,0.008302629,0,Uniform
415,97.3793328,1.0086879,0.12781706,0.12671617,0.6761993,1.2778807,0.60168135,-0.57507026,0.9532511,молоко,кровь,0.6761993,1.0253123,0.01662445,3,Uniform
416,94.4218361,0.99023736,0.10318258,0.10419984,0.80541515,1.1818506,0.3764354,-0.28580374,-0.42087817,вомбат,зигота,0.80541515,0.9994785,0.009241164,0,Uniform
417,84.8489355,0.92407626,0.11103823,0.120161325,0.70557487,1.0808259,0.37525105,-0.6527569,-0.58088064,творог,карамель,0.70557487,0.9350014,0.010925114,3,Uniform
418,93.29260109,0.98297185,0.15015459,0.15275574,0.74776876,1.3320323,0.58426356,0.8362396,0.360214,люверс,синхрофазотрон,0.74776876,0.994732,0.011760175,0,Random
419,95.03429188,0.99412566,0.094298705,0.09485592,0.7882389,1.1256576,0.33741868,-0.38890234,-0.5673084,дискография,пурист,0.7882389,1.00442,0.010294378,0,Uniform
420,50.12317503,0.36754096,0.09502832,0.25855166,0.18409759,0.5314438,0.3473462,-0.054771215,-0.81567454,метионин,триптофан,0.18409759,0.3767131,0.009172142,2,Random
421,87.84301342,0.9459681,0.10496325,0.110958554,0.6453632,1.0812702,0.435907,-1.1170117,1.278955,простофиля,кровопийца,0.6453632,0.96099836,0.015030265,3,Uniform
422,91.4899982,0.9711013,0.13095255,0.13484953,0.6428244,1.2500972,0.60727274,-0.24396354,0.6169629,дым,снег,0.6428244,0.9875153,0.016413987,3,Uniform
423,88.65680412,0.9517142,0.113785475,0.119558446,0.7076013,1.148517,0.4409157,-0.16714789,-0.6352711,отросток,пенис,0.7076013,0.9639198,0.012205601,0,Uniform
424,85.75481632,0.93082964,0.06915055,0.07428916,0.73015606,1.0273299,0.29717386,-1.1585562,1.5115843,сват,уговор,0.73015606,0.9408633,0.010033667,3,Uniform
425,98.47589396,1.0153288,0.0859998,0.084701434,0.7882389,1.1256576,0.33741868,-0.9625568,0.68718123,дискография,пурист,0.7882389,1.0266833,0.011354566,3,Uniform
426,92.07494374,0.97499114,0.2341743,0.24018095,0.6560421,1.3320323,0.6759902,0.25332573,-1.5324744,синхрофазотрон,квазар,0.6560421,0.99093854,0.015947402,2,Random
427,90.22035036,0.9625282,0.082299426,0.08550339,0.78564924,1.0938125,0.30816323,-0.3185084,-0.59781027,интеграл,астероид,0.78564924,0.9713721,0.008843899,0,Uniform
428,88.35220517,0.94957304,0.09545267,0.10052167,0.7211822,1.1094928,0.38831055,-0.70978296,0.3836236,субконтинент,баобаб,0.7211822,0.96099263,0.011419594,3,Uniform
429,91.94711307,0.9741441,0.08685725,0.08916263,0.8351496,1.1227398,0.2875902,0.13084067,-0.8545575,клубника,деньга,0.8351496,0.98109376,0.006949663,0,Uniform
430,97.16654102,1.0073872,0.073148675,0.07261228,0.82550216,1.1148348,0.28933263,-0.5590836,0.04559636,идиот,фонарь,0.82550216,1.0164815,0.0090943575,3,Uniform
431,92.99955699,0.9810653,0.08473772,0.08637317,0.8177431,1.1240386,0.30629545,-0.14882341,-0.7520151,бант,щавель,0.8177431,0.9892314,0.008166134,0,Uniform
432,93.48387408,0.9842115,0.09349306,0.09499285,0.8048776,1.2151055,0.41022795,0.46752498,0.29652214,пикуль,хаск,0.8048776,0.9931782,0.008966684,0,Uniform
433,89.37997911,0.95675206,0.096752584,0.101126075,0.7255305,1.1721869,0.44665635,-0.4927878,0.99420285,физраствор,пушистость,0.7255305,0.9683132,0.011561155,3,Uniform
434,98.56725237,1.0158775,0.058257602,0.057347074,0.899016,1.1148348,0.21581876,0.04428017,-0.56976676,реализм,пьедестал,0.899016,1.0217206,0.0058431625,0,Uniform
435,86.54260714,0.93660945,0.08985123,0.09593244,0.7866883,1.1011827,0.31449437,0.06415499,-1.0320861,прострация,константа,0.7866883,0.94410545,0.0074959993,0,Uniform
436,86.37812257,0.9354097,0.09206318,0.098420165,0.7468165,1.063156,0.3163395,-0.61292255,-0.79258513,трицепс,катышек,0.7468165,0.94483936,0.009429634,3,Uniform
437,90.0682667,0.961489,0.08039728,0.08361747,0.7671058,1.0852482,0.3181424,-0.33755693,-0.14977574,литосфера,бусина,0.7671058,0.9712082,0.009719193,0,Uniform
438,94.32769429,0.98963666,0.09607874,0.097084865,0.8246196,1.2500972,0.42547756,0.70887846,1.0204225,дым,слизь,0.8246196,0.9978875,0.008250833,0,Uniform
439,91.50188913,0.9711808,0.11099571,0.11428944,0.65165496,1.1605823,0.50892735,-0.83396953,1.6134048,восторг,зависть,0.65165496,0.98715705,0.01597625,3,Uniform
440,98.26630997,1.0140675,0.07151771,0.070525594,0.8305352,1.1148348,0.2842996,-0.75416327,0.37490606,дискография,ордината,0.8305352,1.0232441,0.009176612,3,Uniform
441,90.79137566,0.96640635,0.09884641,0.10228246,0.79786086,1.2151055,0.41724467,0.40921292,0.354239,полип,пингвин,0.79786086,0.9748336,0.008427262,0,Uniform
442,97.15250117,1.0073011,0.09559887,0.09490595,0.72848916,1.1334581,0.40496898,-1.184661,1.712966,дискография,медиана,0.72848916,1.0212417,0.013940573,1,Uniform
443,92.03236802,0.9747092,0.09274754,0.09515406,0.734146,1.0808293,0.34668326,-0.9216392,0.08396196,свет,зрение,0.734146,0.98673743,0.012028217,3,Uniform
444,98.25051647,1.0139724,0.15747233,0.15530238,0.7642584,1.2802237,0.51596534,0.02822722,-1.1310129,правда,хлеб,0.7642584,1.0264581,0.012485743,0,Random
445,84.34417279,0.9202617,0.09436875,0.10254556,0.7251277,1.0860893,0.36096156,-0.15859976,-0.49908543,скукота,новостройка,0.7251277,0.9300183,0.009756625,0,Uniform
446,96.97094823,1.0061878,0.0816755,0.08117322,0.8594995,1.2040664,0.34456688,0.14511038,0.21251607,схоластика,мразь,0.8594995,1.0135223,0.0073344707,0,Uniform
447,88.42588373,0.950092,0.09909393,0.1042993,0.7030393,1.0774329,0.37439358,-0.90533066,0.006312132,спица,лыжа,0.7030393,0.96244466,0.012352645,3,Uniform
448,88.65697018,0.95171535,0.09301062,0.09772945,0.7230128,1.141121,0.41810822,-0.4787957,0.35793018,параллелепипед,георгин,0.7230128,0.9631505,0.011435151,3,Uniform
449,91.01997045,0.96794856,0.22410831,0.23152915,0.6560421,1.3320323,0.6759902,0.28377205,-1.4067752,синхрофазотрон,квазар,0.6560421,0.9835439,0.015595317,2,Random
450,97.86892282,1.0116659,0.06786841,0.067085795,0.85470724,1.1148348,0.26012754,-0.34569812,-0.2641549,астролог,гортензия,0.85470724,1.0195138,0.007847905,0,Uniform
451,97.85226246,1.0115649,0.10971662,0.10846227,0.8545115,1.3075325,0.45302105,1.0207465,0.8478346,секвестр,транзистор,0.8545115,1.0194175,0.0078526735,0,Uniform
452,97.46096819,1.009186,0.0631077,0.06253327,0.8724654,1.1148348,0.24236941,-0.106473975,-0.35549355,кожа,брезент,0.8724654,1.016022,0.0068359375,0,Uniform
453,82.33775691,0.90471315,0.09689495,0.10710019,0.7061828,1.0666113,0.3604285,-0.1084988,-0.6536577,вибрисса,бугенвиллей,0.7061828,0.91463965,0.009926498,0,Uniform
454,95.52796379,0.9972336,0.18778,0.18830091,0.6560421,1.3320323,0.6759902,0.024829604,-0.9233556,квазар,синхрофазотрон,0.6560421,1.0142931,0.017059445,2,Random
455,97.59874735,1.010025,0.07526475,0.07451771,0.8542235,1.1158088,0.26158535,-0.24651027,-0.78493047,идиот,подарок,0.8542235,1.0178152,0.007790208,0,Uniform
456,95.97880415,1.0000519,0.07321969,0.07321589,0.81740665,1.1148348,0.29742813,-0.8547601,0.71234536,кретин,филин,0.81740665,1.009184,0.009132147,3,Uniform
457,90.66466931,0.965549,0.12101695,0.12533486,0.7157797,1.1405399,0.42476016,-0.4291132,-0.7044921,перловка,обвязка,0.7157797,0.9780375,0.012488484,3,Uniform
458,94.50180359,0.9907473,0.14737208,0.14874841,0.7642584,1.2802237,0.51596534,0.2725127,-0.6704478,правда,хлеб,0.7642584,1.0020716,0.011324346,0,Uniform
459,97.21982173,1.0077132,0.06695693,0.066444434,0.81615967,1.1148348,0.29867512,-0.91967577,1.4483929,кретин,бинго,0.81615967,1.0172908,0.009577632,3,Uniform
460,96.15934993,1.0011752,0.06647487,0.06639684,0.8983741,1.1148348,0.2164607,0.006969486,-1.0227,дискография,безмен,0.8983741,1.0063151,0.005139947,0,Uniform
461,91.39224649,0.97044766,0.08924918,0.09196702,0.7973595,1.1144847,0.31712514,0.015287722,-0.91794133,гантель,брошь,0.7973595,0.97910213,0.008654475,0,Uniform
462,86.55529369,0.93670183,0.0801494,0.08556554,0.7906595,1.0591295,0.26847,-0.3933849,-0.9676547,динозавр,леший,0.7906595,0.94400394,0.0073021054,0,Uniform
463,84.45517866,0.9211037,0.10889718,0.118224666,0.6984788,1.1329653,0.4344865,0.04929046,-0.6282077,рыба,корова,0.6984788,0.9322351,0.011131406,0,Uniform
464,97.34040377,1.0084502,0.07915706,0.078493774,0.7882389,1.1148348,0.3265959,-1.1776901,1.366405,дискография,пурист,0.7882389,1.0194608,0.011010647,3,Uniform
465,85.8948658,0.9318633,0.09490228,0.10184141,0.69263357,1.1188492,0.4262156,-0.29871175,0.5375838,небо,дорога,0.69263357,0.94382495,0.011961639,3,Uniform
466,89.207941,0.9555593,0.11068641,0.115834154,0.717991,1.1274031,0.40941215,-0.5235895,-0.27594423,мех,мрамор,0.717991,0.96743774,0.011878431,3,Uniform
467,91.13997951,0.9687559,0.15955989,0.16470598,0.72082424,1.2943552,0.5735309,0.72888064,-0.14152122,квазар,рупия,0.72082424,0.9811524,0.012396514,0,Random
468,98.47589396,1.0153288,0.0859998,0.084701434,0.7882389,1.1256576,0.33741868,-0.9625568,0.687181,дискография,пурист,0.7882389,1.0266833,0.011354566,3,Uniform
469,87.5971393,0.9442155,0.10668494,0.11298791,0.7770838,1.1252382,0.34815437,0.10474802,-1.0908866,гербарий,пинакотека,0.7770838,0.95257205,0.008356571,0,Uniform
470,97.17518075,1.00744,0.073925525,0.07337958,0.8237143,1.1148348,0.29112047,-0.79512256,0.5726869,астролог,альбедо,0.8237143,1.0166261,0.009186149,3,Uniform
471,92.67814086,0.97896385,0.08118614,0.08293068,0.8567801,1.1588988,0.30211872,0.42934582,-0.6515937,решетка,топинамбур,0.8567801,0.985073,0.0061091185,0,Uniform
472,94.5411743,0.990998,0.15564089,0.15705469,0.74682933,1.2649703,0.518141,0.04023589,-1.1582491,коленвал,запонка,0.74682933,1.0032065,0.012208462,0,Random
473,95.40842882,0.99648315,0.12139979,0.12182824,0.76496315,1.1525303,0.38756716,-0.3748553,-1.1470386,вареник,трубадур,0.76496315,1.008059,0.011575878,0,Uniform
474,97.67025836,1.0104597,0.05848236,0.057876986,0.85053724,1.1148348,0.26429754,-0.6344334,1.2253203,дискография,теплопроводность,0.85053724,1.0184559,0.0079962015,3,Uniform
475,85.84262453,0.9314782,0.078484036,0.08425751,0.7897583,1.0368373,0.24707901,-0.30495504,-1.162225,птица,вор,0.7897583,0.9385642,0.007085979,0,Uniform
476,93.0283549,0.981253,0.08998382,0.091702975,0.8200041,1.1237507,0.30374658,-0.07970845,-1.1764704,бриолин,сыроежка,0.8200041,0.9893155,0.008062482,0,Uniform
477,77.34452964,0.8629756,0.113570124,0.13160294,0.49565303,1.0077244,0.5120714,-1.6557914,3.2699285,шкаф,стул,0.49565303,0.88134176,0.018366158,1,Uniform
478,91.33211969,0.970045,0.1332854,0.13740127,0.812355,1.2464596,0.43410462,0.83929795,-0.6402507,гонорея,перепонка,0.812355,0.9779295,0.007884502,0,Uniform
479,96.89631413,1.0057294,0.07477597,0.074349985,0.8497129,1.1148348,0.26512188,-0.4204276,-0.24242163,реализм,топоним,0.8497129,1.0135303,0.0078008175,3,Uniform
480,91.09160464,0.96843064,0.123596095,0.12762514,0.73059344,1.175546,0.4449526,-0.09440557,-0.8656688,пашня,квадроцикл,0.73059344,0.9803225,0.011891842,0,Uniform
481,98.01559637,1.0125539,0.061765347,0.06099956,0.85669464,1.1148348,0.25814015,-0.36003062,0.43618774,дискография,балка,0.85669464,1.0203469,0.0077929497,3,Uniform
482,95.56336548,0.9974554,0.10231927,0.102580294,0.6539185,1.1148348,0.46091628,-1.9221352,4.293368,кожа,кудри,0.6539185,1.0146323,0.017176926,1,Uniform
483,93.27262731,0.98284215,0.10535592,0.107195154,0.75235975,1.1747056,0.42234588,-0.21558157,-0.34453917,кот,разведчик,0.75235975,0.9943663,0.011524141,0,Uniform
484,97.22615684,1.0077521,0.18500638,0.18358323,0.72082424,1.2998338,0.57900953,0.1485206,-1.1152897,квазар,рупия,0.72082424,1.0220983,0.014346242,2,Random
485,69.10483854,0.7812193,0.13359796,0.1710121,0.46698678,1.0374737,0.5704869,-0.19338034,0.21221972,пульт,панель,0.46698678,0.7969309,0.015711606,3,Random
486,100.8617102,1.0294306,0.05767233,0.056023523,0.9224227,1.1166022,0.19417948,0.025837228,-1.069038,идиот,реализм,0.9224227,1.0347811,0.0053504705,0,Uniform
487,85.75482364,0.9308298,0.108547084,0.11661324,0.7485193,1.1461747,0.39765537,0.5811701,-0.45208812,человечек,выскочка,0.7485193,0.9399454,0.009115577,0,Uniform
488,79.01277051,0.8774499,0.07198642,0.08204049,0.6880475,0.98419625,0.29614872,-0.6657714,0.25204062,любовь,мужчина,0.6880475,0.8869201,0.009470165,3,Uniform
489,69.2342922,0.78266835,0.126323,0.16140042,0.573228,1.0386809,0.4654529,0.25791082,-0.39745927,машина,дорога,0.573228,0.7931405,0.010472119,0,Random
490,92.15837137,0.9755428,0.08635362,0.08851854,0.80264354,1.1042938,0.3016503,-0.76243585,-0.42508888,табурет,мячик,0.80264354,0.9841878,0.008644998,3,Uniform
491,86.28989921,0.9347647,0.1491198,0.15952656,0.5042842,1.0975292,0.59324497,-1.3221971,1.4542623,снег,ветер,0.5042842,0.9562887,0.021524012,1,Star
492,70.8063852,0.7997783,0.15329361,0.19167013,0.45416838,0.9988272,0.54465884,-0.942418,-0.060054064,бутылка,стакан,0.45416838,0.81705874,0.01728046,2,Star
493,83.04243823,0.91024625,0.096642524,0.10617185,0.64712024,1.059913,0.4127928,-0.9312413,0.8835943,диван,компьютер,0.64712024,0.9234026,0.013156354,3,Uniform
494,87.32717475,0.9422821,0.22326645,0.23694226,0.6560421,1.3320323,0.6759902,0.6809099,-1.0062525,квазар,синхрофазотрон,0.6560421,0.9565941,0.014312029,2,Random
495,97.3786472,1.0086838,0.1202783,0.11924282,0.78351086,1.1689601,0.38544923,-0.18000846,-1.165338,весна,туман,0.78351086,1.0199425,0.011258721,0,Uniform
496,94.92502494,0.99343455,0.10168212,0.10235412,0.80285966,1.171913,0.36905336,0.113141954,-0.7184081,птенец,гельминт,0.80285966,1.0029633,0.009528756,0,Uniform
497,95.00093006,0.99391484,0.1069691,0.10762401,0.75227726,1.1593554,0.40707815,-0.7425155,0.14476418,турбулентность,преломление,0.75227726,1.0059967,0.0120818615,3,Uniform
498,87.48837899,0.94343776,0.10380502,0.110028476,0.62848896,1.0942441,0.46575516,-1.2231064,2.1560202,стол,телефон,0.62848896,0.95918524,0.015747488,1,Uniform
499,96.88796836,1.005678,0.14937688,0.14853351,0.7156042,1.2998338,0.5842296,0.3005387,-0.31077623,контрабас,квазар,0.7156042,1.0201819,0.014503837,0,Uniform
500,87.29034966,0.9420177,0.13057679,0.13861395,0.64083266,1.1416181,0.50078547,-0.3190627,-0.3079362,василек,кактус,0.64083266,0.957077,0.015059352,3,Uniform
501,91.08223821,0.96836764,0.124457605,0.1285231,0.66158175,1.2180375,0.55645573,-0.1958642,0.4597087,рука,прикосновение,0.66158175,0.98370695,0.015339315,3,Uniform
502,88.64156293,0.9516074,0.0967688,0.10168983,0.7956201,1.0972869,0.30166686,-0.0334568,-1.367728,абстракция,катализатор,0.7956201,0.95940673,0.0077993274,0,Uniform
503,75.01391537,0.84173113,0.09464559,0.11244159,0.70192665,0.9896773,0.28775066,-0.060432237,-1.4444431,часы,кровать,0.70192665,0.8487214,0.006990254,0,Uniform
504,83.66010754,0.91503125,0.08427383,0.0920994,0.6560904,1.048806,0.39271557,-1.1337347,2.343719,ива,сова,0.6560904,0.9279782,0.012946963,1,Uniform
505,96.44627317,1.0029541,0.22262836,0.22197261,0.6560421,1.3320323,0.6759902,-0.005393204,-1.4471613,синхрофазотрон,квазар,0.6560421,1.0202997,0.017345548,2,Random
506,96.46097217,1.0030451,0.112092435,0.11175214,0.82261604,1.2739636,0.45134753,0.53834915,-0.17291808,стрела,стон,0.82261604,1.0120666,0.009021521,0,Uniform
507,78.92666775,0.87671673,0.11722862,0.13371322,0.67260134,1.0497627,0.37716138,-0.16521965,-1.1645372,мечта,реальность,0.67260134,0.8869225,0.010205746,0,Uniform
508,92.89306291,0.9803701,0.12990737,0.1325085,0.7729378,1.2365807,0.46364295,0.06724682,-0.5833194,эсхатология,полиморфизм,0.7729378,0.9907417,0.010371625,0,Uniform
509,83.32463635,0.9124398,0.11286034,0.12369072,0.71940535,1.1172719,0.39786655,-0.17223743,-0.96642447,галактика,гравитация,0.71940535,0.9220915,0.009651661,0,Uniform
510,76.53636384,0.85575056,0.07767963,0.09077368,0.68707335,0.96058285,0.2735095,-0.3602304,-0.888181,критицизм,ригидность,0.68707335,0.8641845,0.008433938,0,Uniform
511,94.07709839,0.98803294,0.090900265,0.09200125,0.8081352,1.0863569,0.27822167,-0.83252174,-0.6271632,топор,слон,0.8081352,0.9970279,0.008994937,3,Uniform
512,93.64603729,0.98525965,0.052542236,0.053328313,0.88282245,1.0875237,0.20470124,0.2750523,-0.5880432,сервитут,кинолог,0.88282245,0.99038154,0.0051218867,0,Uniform
513,91.19153365,0.9691022,0.095540054,0.09858615,0.6374514,1.0995426,0.4620912,-1.9141382,5.0632896,пруд,каток,0.6374514,0.9856847,0.016582489,1,Uniform
514,92.87499476,0.9802522,0.21048932,0.21472976,0.6560421,1.3320323,0.6759902,0.28732803,-1.1577668,синхрофазотрон,квазар,0.6560421,0.9964628,0.016210616,2,Random
515,85.86019517,0.9316079,0.13318472,0.1429622,0.53335774,1.1443095,0.6109518,-0.97946036,2.0452685,компьютер,мозг,0.53335774,0.9515203,0.019912422,1,Uniform
516,95.73190459,0.99851066,0.09683486,0.0969793,0.776818,1.1492853,0.37246734,-0.6191797,-0.16394854,амеба,эллипсоид,0.776818,1.0095953,0.011084616,3,Uniform
517,94.33460149,0.98968077,0.1373471,0.1387792,0.7151902,1.192629,0.4774388,-0.3091295,-0.9998138,интеграл,дедлайн,0.7151902,1.0034053,0.0137245655,0,Uniform
518,92.26830739,0.9762689,0.08041705,0.08237182,0.78430563,1.0910379,0.30673224,-0.563523,-0.32854676,веник,хвост,0.78430563,0.985867,0.009598136,3,Uniform
519,81.16398565,0.89531374,0.067867234,0.075802736,0.71563107,1.020688,0.305057,-0.778417,0.85288525,фолликул,логарифм,0.71563107,0.9042978,0.008984089,3,Uniform
520,91.59908397,0.97182953,0.10613371,0.10921021,0.7933517,1.1139231,0.32057136,-0.365217,-1.2486981,ком,забота,0.7933517,0.9807534,0.008923888,0,Uniform
521,89.68149208,0.9588342,0.06641947,0.069271065,0.81146485,1.0891955,0.27773064,-0.07555378,-0.24082994,сердцевина,колыбель,0.81146485,0.96620256,0.007368386,0,Uniform
522,98.96037723,1.0182302,0.09322092,0.09155191,0.8533682,1.2335027,0.38013452,0.10934076,-0.23451567,чтение,желание,0.8533682,1.0264733,0.008243084,0,Uniform
523,87.88499821,0.94626653,0.09795071,0.103512816,0.7065824,1.1033596,0.39677715,-0.5263685,-0.116176605,оркестровка,ментол,0.7065824,0.9582507,0.0119841695,3,Uniform
