word,dat_freq,corpus_freq,log_corpus_freq,zipf_freq,mean_score_contrib,in_vocab,dat_freq_rank,corpus_freq_rank
подвижник,1,3.8e-07,-6.42021640338319,2.58,1.0583003,True,11961.0,9310.0
подводка,2,1.74e-07,-6.7594507517174005,2.24,0.96926373,True,9435.0,11927.0
подводник,1,2.29e-07,-6.640164517660112,2.36,0.7960827,True,11961.0,11041.0
подворотня,1,4.9e-08,-7.309803919971486,1.69,0.8490401,True,11961.0,15059.0
подворье,1,1.86e-06,-5.730487055782084,3.27,0.9892532,True,11961.0,4579.0
подвох,1,2e-06,-5.698970004336019,3.3,0.973129,True,11961.0,4413.0
подготовка,1,3.55e-05,-4.449771646944906,4.55,0.82240677,True,11961.0,493.0
подгузник,30,2.82e-07,-6.549750891680639,2.45,0.9428891,True,905.0,10314.0
подделка,1,2.14e-06,-5.669586226650809,3.33,0.9835785,True,11961.0,4240.0
поддержание,1,5.13e-06,-5.289882634888183,3.71,1.0540837,True,11961.0,2437.0
поддержка,4,2.57e-05,-4.590066876668706,4.41,0.9897532,True,6612.0,691.0
поддон,2,3.98e-07,-6.400116927926312,2.6,0.9251593,True,9435.0,9141.0
поддых,1,4.57e-08,-7.34008379993015,1.66,0.92967653,True,11961.0,15165.0
подельник,1,4.27e-07,-6.369572124974976,2.63,0.9856116,True,11961.0,8919.0
поденщина,1,0.0,,0.0,1.0813192,True,11961.0,16422.0
поджарка,3,2.63e-08,-7.580044251510242,1.42,0.9560306,True,7747.0,15834.0
поджог,1,2.95e-06,-5.530177984021837,3.47,0.97819144,True,11961.0,3494.0
подзатыльник,1,3.55e-07,-6.449771646944906,2.55,0.982079,True,11961.0,9539.0
подземелье,19,2.88e-06,-5.540607512240769,3.46,1.0033964,True,1575.0,3541.0
подземка,2,3.55e-07,-6.449771646944906,2.55,1.0194153,True,9435.0,9539.0
подиум,8,3.72e-06,-5.429457060118103,3.57,0.9565379,True,3876.0,3035.0
подкаблучник,2,1.86e-07,-6.730487055782084,2.27,0.9452434,True,9435.0,11706.0
подкат,4,4.17e-07,-6.379863945026242,2.62,0.92284584,True,6612.0,9005.0
подклад,3,4.27e-08,-7.369572124974976,1.63,0.8822577,True,7747.0,15265.0
подкладка,3,3.98e-07,-6.400116927926312,2.6,0.92019093,True,7747.0,9141.0
подкова,11,9.33e-07,-6.0301183562535,2.97,0.9138662,True,2872.0,6427.0
подковырка,1,0.0,,0.0,0.99894214,True,11961.0,16422.0
подкоп,3,4.47e-07,-6.349692476868063,2.65,0.97102535,True,7747.0,8738.0
подкорка,1,0.0,,0.0,1.0482024,True,11961.0,16422.0
подкормка,2,3.63e-07,-6.440093374963888,2.56,0.9702983,True,9435.0,9469.0
подлежащее,8,5.13e-07,-6.289882634888183,2.71,0.9194355,True,3876.0,8294.0
подлесок,2,2.34e-07,-6.6307841425898575,2.37,0.94953984,True,9435.0,10967.0
подлец,1,2.09e-06,-5.679853713888946,3.32,0.953897,True,11961.0,4298.0
подлещик,1,1.45e-08,-7.838631997765025,1.16,0.83772236,True,11961.0,16251.0
подлива,4,6.03e-08,-7.219682687859849,1.78,0.8732729,True,6612.0,14681.0
подливка,1,1.78e-07,-6.749579997691106,2.25,0.97046924,True,11961.0,11856.0
подлиза,2,1.91e-07,-6.718966632752273,2.28,0.9518969,True,9435.0,11624.0
подлинность,1,2.57e-06,-5.590066876668706,3.41,0.9662327,True,11961.0,3787.0
подлог,2,7.08e-07,-6.149966742310231,2.85,0.95861673,True,9435.0,7302.0
подлодка,3,2.24e-06,-5.649751981665837,3.35,0.9655801,True,7747.0,4094.0
подложка,4,2.04e-07,-6.690369832574102,2.31,0.93453044,True,6612.0,11405.0
подлокотник,9,3.31e-07,-6.480172006224281,2.52,0.9535584,True,3469.0,9772.0
подлость,6,1.58e-06,-5.801342913045578,3.2,0.93983227,True,4962.0,4983.0
подмастерье,2,5.37e-07,-6.270025714300444,2.73,0.9808721,True,9435.0,8159.0
подметание,1,5.5e-08,-7.259637310505756,1.74,0.98509455,True,11961.0,14860.0
подметка,2,0.0,,0.0,0.9711559,True,9435.0,16422.0
подмостки,3,5.01e-07,-6.300162274132754,2.7,0.9972902,True,7747.0,8380.0
подмышка,9,5.01e-08,-7.300162274132754,1.7,0.9230506,True,3469.0,15025.0
подножие,2,2.57e-07,-6.590066876668706,2.41,1.0171288,True,9435.0,10658.0
подножка,3,1.41e-07,-6.85078088734462,2.15,0.9651037,True,7747.0,12531.0
поднос,9,1.66e-06,-5.779891911959945,3.22,0.9739041,True,3469.0,4864.0
подношение,2,3.72e-07,-6.429457060118103,2.57,1.0018736,True,9435.0,9401.0
поднятие,4,1.51e-06,-5.82102305270683,3.18,0.9634459,True,6612.0,5110.0
подобострастие,1,2.95e-08,-7.530177984021837,1.47,0.9353535,True,11961.0,15712.0
пододеяльник,35,9.33e-08,-7.0301183562535,1.97,0.95069647,True,735.0,13701.0
подозрение,2,6.46e-06,-5.189767482004916,3.81,1.0190636,True,9435.0,2083.0
подозрительность,1,3.98e-07,-6.400116927926312,2.6,1.0194769,True,11961.0,9141.0
подоконник,41,1.12e-06,-5.950781977329818,3.05,0.9130105,True,587.0,5890.0
подол,2,8.51e-07,-6.070070439915412,2.93,1.0282953,True,9435.0,6729.0
подонок,4,1.35e-06,-5.8696662315049934,3.13,1.0156527,True,6612.0,5408.0
подоплека,1,3.47e-07,-6.459670525209126,2.54,1.0064704,True,11961.0,9607.0
подорожник,12,5.37e-07,-6.270025714300444,2.73,0.95348805,True,2627.0,8159.0
подосиновик,9,6.92e-08,-7.1598939055432425,1.84,0.5509409,True,3469.0,14411.0
подошва,17,6.31e-07,-6.199970640755866,2.8,0.9534565,True,1787.0,7658.0
подписка,1,3.55e-06,-5.449771646944906,3.55,1.0321463,True,11961.0,3122.0
подписчик,1,2.24e-07,-6.649751981665837,2.35,0.9782381,True,11961.0,11114.0
подпись,6,1.48e-05,-4.8297382846050425,4.17,0.9398804,True,4962.0,1123.0
подпитка,1,1.7e-07,-6.769551078621726,2.23,0.9621804,True,11961.0,11997.0
подпол,1,1.02e-07,-6.991399828238082,2.01,0.99812174,True,11961.0,13450.0
подполковник,1,7.41e-06,-5.130181792020672,3.87,0.9680629,True,11961.0,1896.0
подполье,1,3.39e-06,-5.4698003017969175,3.53,1.0455207,True,11961.0,3222.0
подпоручик,1,6.61e-07,-6.179798540514359,2.82,0.96574086,True,11961.0,7514.0
подпруга,3,4.27e-08,-7.369572124974976,1.63,0.94407535,True,7747.0,15265.0
подпрыгивание,1,2.45e-08,-7.610833915635467,1.39,0.9642499,True,11961.0,15902.0
подражание,2,1.29e-06,-5.889410289700751,3.11,0.9754812,True,9435.0,5519.0
подразделение,1,1.35e-05,-4.869666231504994,4.13,1.0306536,True,11961.0,1208.0
подрамник,3,1.55e-07,-6.809668301829708,2.19,0.89866406,True,7747.0,12256.0
подранок,1,2.09e-08,-7.679853713888946,1.32,0.908451,True,11961.0,16038.0
подробность,1,4.47e-07,-6.349692476868063,2.65,1.0155116,True,11961.0,8738.0
подросток,5,1.1e-05,-4.958607314841775,4.04,1.0115626,True,5709.0,1455.0
подруга,6,3.39e-05,-4.4698003017969175,4.53,0.9010255,True,4962.0,521.0
подрядчик,11,1.91e-06,-5.718966632752273,3.28,0.9841705,True,2872.0,4522.0
подрясник,1,3.31e-08,-7.480172006224281,1.52,0.9055969,True,11961.0,15585.0
подсветка,2,1.2e-06,-5.920818753952375,3.08,0.91228414,True,9435.0,5703.0
подсвечник,10,4.37e-07,-6.359518563029578,2.64,0.94651526,True,3149.0,8827.0
подсказка,2,1.15e-06,-5.939302159646388,3.06,0.92454904,True,9435.0,5830.0
подсластитель,1,8.71e-08,-7.059981844992337,1.94,0.82326984,True,11961.0,13882.0
подснежник,3,3.89e-07,-6.410050398674292,2.59,0.93144906,True,7747.0,9216.0
подсобка,2,2.69e-08,-7.570247719997592,1.43,0.9650798,True,9435.0,15810.0
подсознание,2,2.14e-06,-5.669586226650809,3.33,1.0349103,True,9435.0,4240.0
подсолнечник,3,7.59e-07,-6.11975822410452,2.88,0.993426,True,7747.0,7093.0
подсолнух,19,5.37e-07,-6.270025714300444,2.73,0.9605689,True,1575.0,8159.0
подспорье,1,3.98e-07,-6.400116927926312,2.6,0.9586014,True,11961.0,9141.0
подстава,3,1.35e-06,-5.8696662315049934,3.13,0.96897274,True,7747.0,5408.0
подставка,18,6.61e-07,-6.179798540514359,2.82,0.9226821,True,1674.0,7514.0
подстаканник,4,1.15e-07,-6.939302159646388,2.06,0.97636366,True,6612.0,13121.0
подстанция,4,8.71e-07,-6.059981844992337,2.94,0.954289,True,6612.0,6663.0
подстилка,1,7.41e-07,-6.130181792020672,2.87,0.9388905,True,11961.0,7153.0
подстрекательство,1,6.76e-07,-6.1700533040583645,2.83,0.9045046,True,11961.0,7445.0
подсудность,2,2.14e-07,-6.669586226650809,2.33,0.8705015,True,9435.0,11268.0
подсчет,1,2.75e-06,-5.560667306169737,3.44,0.74648565,True,11961.0,3632.0
подтекст,2,1.55e-06,-5.809668301829708,3.19,0.97414136,True,9435.0,5057.0
подтяжка,6,2.34e-07,-6.6307841425898575,2.37,0.90740216,True,4962.0,10967.0
подушечка,2,1.86e-07,-6.730487055782084,2.27,0.9655933,True,9435.0,11706.0
подушка,137,2.82e-06,-5.549750891680639,3.45,0.9121927,True,74.0,3589.0
подхалимаж,1,3.8e-08,-7.42021640338319,1.58,0.9570133,True,11961.0,15421.0
подход,1,3.16e-05,-4.5003129173815966,4.5,0.9671971,True,11961.0,565.0
подчинение,2,3.98e-06,-5.400116927926312,3.6,1.0313395,True,9435.0,2880.0
подшерсток,6,5.25e-08,-7.279840696594043,1.72,0.94588405,True,4962.0,14932.0
подшипник,20,5.75e-07,-6.2403321553103694,2.76,0.95572037,True,1485.0,7956.0
подштанники,3,1.95e-07,-6.709965388637482,2.29,0.9788366,True,7747.0,11538.0
подъезд,13,4.37e-06,-5.359518563029578,3.64,0.96750414,True,2412.0,2704.0
подъем,3,1.05e-05,-4.978810700930062,4.02,0.8894814,True,7747.0,1503.0
подъемник,6,7.24e-07,-6.140261433802853,2.86,0.9479263,True,4962.0,7224.0
поединок,2,1e-05,-5.0,4.0,1.0100237,True,9435.0,1550.0
поезд,95,3.47e-05,-4.459670525209126,4.54,0.9315676,True,158.0,504.0
поездка,4,1.41e-05,-4.85078088734462,4.15,0.86683017,True,6612.0,1167.0
пожар,19,3.24e-05,-4.489454989793388,4.51,0.9846248,True,1575.0,545.0
пожарище,1,2.45e-07,-6.610833915635467,2.39,0.9996214,True,11961.0,10825.0
пожарник,3,2.69e-07,-6.570247719997592,2.43,1.0079395,True,7747.0,10485.0
пожарный,2,3.24e-06,-5.489454989793388,3.51,0.97913045,True,9435.0,3297.0
пожитки,1,5.13e-07,-6.289882634888183,2.71,1.0349569,True,11961.0,8294.0
пожиток,1,1.55e-08,-7.809668301829708,1.19,0.923285,True,11961.0,16216.0
поза,18,2.82e-06,-5.549750891680639,3.45,0.9569772,True,1674.0,3589.0
позвонок,3,4.57e-07,-6.34008379993015,2.66,0.8781251,True,7747.0,8677.0
позвоночник,6,3.39e-06,-5.4698003017969175,3.53,0.9048655,True,4962.0,3222.0
поздравление,1,2.09e-06,-5.679853713888946,3.32,1.0003301,True,11961.0,4298.0
поземка,7,5.89e-08,-7.229884705212898,1.77,0.9619616,True,4372.0,14721.0
позер,1,1.05e-07,-6.978810700930062,2.02,0.96133095,True,11961.0,13373.0
позерство,1,8.51e-08,-7.070070439915412,1.93,0.89982796,True,11961.0,13958.0
позитив,5,1.51e-06,-5.82102305270683,3.18,0.98618245,True,5709.0,5110.0
позитрон,6,1.29e-07,-6.889410289700751,2.11,0.8489718,True,4962.0,12813.0
позиционирование,1,6.03e-07,-6.219682687859849,2.78,0.94708896,True,11961.0,7802.0
позиция,7,2.14e-05,-4.669586226650809,4.33,0.9786453,True,4372.0,817.0
познание,1,2.04e-06,-5.690369832574102,3.31,0.8981826,True,11961.0,4362.0
позолота,4,3.63e-07,-6.440093374963888,2.56,0.8697205,True,6612.0,9469.0
позор,9,1.12e-05,-4.950781977329818,4.05,0.97456044,True,3469.0,1428.0
позумент,1,1.26e-08,-7.8996294548824375,1.1,1.0068907,True,11961.0,16316.0
позыв,1,1.35e-07,-6.8696662315049934,2.13,0.9876816,True,11961.0,12696.0
поилка,1,5.25e-08,-7.279840696594043,1.72,1.0258844,True,11961.0,14932.0
поиск,12,2.82e-05,-4.549750891680639,4.45,0.9695962,True,2627.0,626.0
пойло,2,3.98e-07,-6.400116927926312,2.6,0.962888,True,9435.0,9141.0
пойма,1,6.92e-07,-6.1598939055432425,2.84,0.9412327,True,11961.0,7371.0
пока,5,0.000676,-3.170053304058364,5.83,0.9242585,True,5709.0,17.0
показатель,1,3.09e-05,-4.510041520575165,4.49,0.96533495,True,11961.0,580.0
показуха,2,6.46e-07,-6.189767482004916,2.81,0.91031426,True,9435.0,7583.0
покаяние,3,1.51e-06,-5.82102305270683,3.18,0.9645372,True,7747.0,5110.0
покемон,38,6.17e-07,-6.209714835966758,2.79,0.9691055,True,657.0,7730.0
покер,9,5.5e-06,-5.259637310505756,3.74,0.988271,True,3469.0,2317.0
поклон,2,4.17e-06,-5.379863945026242,3.62,1.0059975,True,9435.0,2790.0
поклонение,1,1.66e-06,-5.779891911959945,3.22,0.9933927,True,11961.0,4864.0
поклонник,1,3.55e-06,-5.449771646944906,3.55,1.0088427,True,11961.0,3122.0
поко,1,2.63e-07,-6.580044251510242,2.42,1.0478691,True,11961.0,10566.0
покой,8,1.32e-05,-4.87942606879415,4.12,0.93034667,True,3876.0,1231.0
покойник,3,1.51e-06,-5.82102305270683,3.18,0.91687447,True,7747.0,5110.0
поколение,5,2.63e-05,-4.580044251510242,4.42,1.0222012,True,5709.0,679.0
покорение,1,1.26e-06,-5.8996294548824375,3.1,0.9860274,True,11961.0,5582.0
покос,3,2.09e-07,-6.679853713888946,2.32,0.92460793,True,7747.0,11346.0
покраснение,4,5.89e-07,-6.229884705212898,2.77,0.99766237,True,6612.0,7877.0
покров,6,5.5e-06,-5.259637310505756,3.74,1.0088974,True,4962.0,2317.0
покровительство,1,2.57e-06,-5.590066876668706,3.41,1.0349838,True,11961.0,3787.0
покрывало,16,1.86e-06,-5.730487055782084,3.27,0.9557094,True,1928.0,4579.0
покрытие,3,9.77e-06,-5.0101054362812265,3.99,0.97510105,True,7747.0,1572.0
покрышка,9,3.02e-07,-6.519993057042849,2.48,0.91370314,True,3469.0,10094.0
покупка,6,7.24e-06,-5.140261433802853,3.86,0.9693785,True,4962.0,1927.0
покушение,1,6.03e-06,-5.219682687859849,3.78,0.904243,True,11961.0,2180.0
пол,115,8.71e-05,-4.059981844992337,4.94,0.85896736,True,108.0,175.0
полароид,2,1.48e-07,-6.8297382846050425,2.17,1.0106758,True,9435.0,12385.0
полати,2,3.72e-08,-7.429457060118103,1.57,0.93018013,True,9435.0,15449.0
полба,5,5.75e-08,-7.2403321553103694,1.76,0.96251756,True,5709.0,14759.0
полдень,4,6.76e-06,-5.1700533040583645,3.83,0.98507327,True,6612.0,2019.0
полдник,7,4.47e-07,-6.349692476868063,2.65,0.9445081,True,4372.0,8738.0
поле,187,0.000123,-3.910094888560602,5.09,0.9326952,True,45.0,99.0
полевка,4,8.13e-08,-7.089909454405932,1.91,0.86935854,True,6612.0,14059.0
полемика,8,1.38e-06,-5.860120913598763,3.14,0.98989564,True,3876.0,5348.0
поленница,3,4.37e-08,-7.359518563029578,1.64,0.99866325,True,7747.0,15238.0
полено,28,7.76e-07,-6.110138278741812,2.89,0.9529956,True,1000.0,7027.0
полента,1,1.38e-07,-6.860120913598763,2.14,0.9524422,True,11961.0,12612.0
полесье,2,1.12e-06,-5.950781977329818,3.05,1.0298592,True,9435.0,5890.0
полет,62,1.29e-05,-4.889410289700751,4.11,0.9738048,True,319.0,1258.0
ползунок,2,8.91e-08,-7.050122295963125,1.95,1.0232252,True,9435.0,13822.0
полиандрия,2,2.19e-08,-7.6595558851598815,1.34,0.9015842,True,9435.0,16001.0
полив,3,1.02e-06,-5.991399828238082,3.01,0.9573762,True,7747.0,6157.0
поливитамин,1,0.0,,0.0,0.8863613,True,11961.0,16422.0
полигамия,3,1.55e-07,-6.809668301829708,2.19,0.92394,True,7747.0,12256.0
полиглот,5,3.63e-07,-6.440093374963888,2.56,0.94172376,True,5709.0,9469.0
полигон,3,4.17e-06,-5.379863945026242,3.62,0.9863115,True,7747.0,2790.0
полиграф,1,8.13e-07,-6.089909454405932,2.91,0.9033353,True,11961.0,6868.0
поликлиника,3,3.63e-06,-5.440093374963888,3.56,0.97019535,True,7747.0,3076.0
полимер,17,9.12e-07,-6.0400051616715835,2.96,0.97097516,True,1787.0,6513.0
полиморф,1,0.0,,0.0,1.0098476,True,11961.0,16422.0
полиморфизм,12,4.37e-07,-6.359518563029578,2.64,0.91963345,True,2627.0,8827.0
полиомиелит,2,3.16e-07,-6.5003129173815966,2.5,0.90502864,True,9435.0,9934.0
полип,4,1.95e-07,-6.709965388637482,2.29,0.90712357,True,6612.0,11538.0
полипропилен,7,2.63e-07,-6.580044251510242,2.42,0.9291694,True,4372.0,10566.0
полировка,1,3.31e-07,-6.480172006224281,2.52,0.85929203,True,11961.0,9772.0
полис,6,2.57e-06,-5.590066876668706,3.41,0.9446388,True,4962.0,3787.0
полисахарид,1,7.08e-08,-7.149966742310231,1.85,0.9801757,True,11961.0,14364.0
полисмен,1,1.66e-07,-6.779891911959945,2.22,0.9209536,True,11961.0,12066.0
политбюро,1,6.17e-06,-5.209714835966758,3.79,1.067151,True,11961.0,2145.0
политес,2,4.68e-08,-7.329754146925876,1.67,0.95995396,True,9435.0,15122.0
политех,2,5.62e-07,-6.250263684430939,2.75,0.9181323,True,9435.0,8031.0
политик,5,2.19e-05,-4.6595558851598815,4.34,1.0034611,True,5709.0,799.0
политика,41,7.41e-05,-4.130181792020672,4.87,0.9941247,True,587.0,216.0
политикан,1,7.41e-08,-7.130181792020672,1.87,1.0077199,True,11961.0,14276.0
политиканство,1,7.76e-08,-7.110138278741812,1.89,0.9074044,True,11961.0,14180.0
политкорректность,3,3.16e-07,-6.5003129173815966,2.5,0.94373333,True,7747.0,9934.0
политолог,1,6.03e-06,-5.219682687859849,3.78,1.0289731,True,11961.0,2180.0
политология,3,9.77e-07,-6.010105436281227,2.99,1.0015265,True,7747.0,6276.0
полифония,3,2.14e-07,-6.669586226650809,2.33,0.9681019,True,7747.0,11268.0
полицейский,10,2.4e-05,-4.619788758288394,4.38,0.9502623,True,3149.0,724.0
полиция,71,7.94e-05,-4.100179497572904,4.9,1.0345511,True,258.0,197.0
полиэстер,4,1.78e-07,-6.749579997691106,2.25,0.99423057,True,6612.0,11856.0
полиэтилен,12,8.71e-07,-6.059981844992337,2.94,0.92416203,True,2627.0,6663.0
полк,4,2.24e-05,-4.649751981665837,4.35,0.9879928,True,6612.0,780.0
полка,47,2.57e-05,-4.590066876668706,4.41,0.9784116,True,483.0,691.0
полковник,5,3.98e-05,-4.400116927926312,4.6,1.0228219,True,5709.0,448.0
поллитра,1,1.32e-07,-6.87942606879415,2.12,1.028546,True,11961.0,12756.0
поллюция,15,2.4e-08,-7.619788758288394,1.38,0.97059673,True,2073.0,15926.0
полнолуние,6,2.14e-06,-5.669586226650809,3.33,0.9290428,True,4962.0,4240.0
полномочие,1,1.78e-07,-6.749579997691106,2.25,1.0361099,True,11961.0,11856.0
полнота,1,1.2e-06,-5.920818753952375,3.08,1.0102531,True,11961.0,5703.0
полночь,2,7.76e-06,-5.110138278741812,3.89,0.93738717,True,9435.0,1834.0
поло,3,4.68e-06,-5.329754146925876,3.67,1.0018831,True,7747.0,2598.0
половик,2,8.51e-08,-7.070070439915412,1.93,0.9666111,True,9435.0,13958.0
половина,2,3.8e-05,-4.42021640338319,4.58,1.0590825,True,9435.0,463.0
половица,5,3.47e-08,-7.459670525209126,1.54,0.98499835,True,5709.0,15525.0
половник,25,1.82e-07,-6.739928612014925,2.26,0.9202806,True,1133.0,11768.0
половодье,3,9.77e-07,-6.010105436281227,2.99,0.9819497,True,7747.0,6276.0
половой,1,1.12e-05,-4.950781977329818,4.05,1.0584257,True,11961.0,1428.0
полог,3,2.51e-07,-6.600326278518962,2.4,0.9920292,True,7747.0,10740.0
положение,2,0.000102,-3.9913998282380825,5.01,1.0021764,True,9435.0,139.0
положительность,1,2.69e-08,-7.570247719997592,1.43,1.098905,True,11961.0,15810.0
полоз,6,7.59e-07,-6.11975822410452,2.88,0.9589565,True,4962.0,7093.0
поломка,4,9.12e-07,-6.0400051616715835,2.96,0.9891407,True,6612.0,6513.0
поломойка,1,1.91e-08,-7.718966632752273,1.28,1.0302302,True,11961.0,16105.0
полон,1,8.51e-06,-5.070070439915412,3.93,1.0923846,True,11961.0,1733.0
полоний,4,5.25e-07,-6.279840696594043,2.72,0.9480583,True,6612.0,8224.0
полоса,13,1.2e-05,-4.920818753952375,4.08,0.97240967,True,2412.0,1341.0
полоска,5,1.48e-06,-5.8297382846050425,3.17,0.93368095,True,5709.0,5179.0
полоскание,1,1.62e-07,-6.790484985457369,2.21,0.9097021,True,11961.0,12143.0
полость,5,3.02e-06,-5.519993057042849,3.48,0.97751886,True,5709.0,3441.0
полотенце,86,4.37e-06,-5.359518563029578,3.64,0.9372776,True,192.0,2704.0
полотер,1,4.57e-08,-7.34008379993015,1.66,1.0438931,True,11961.0,15165.0
полотнище,1,9.12e-07,-6.0400051616715835,2.96,0.93521714,True,11961.0,6513.0
полотно,7,6.17e-06,-5.209714835966758,3.79,0.9446326,True,4372.0,2145.0
полтергейст,7,4.37e-07,-6.359518563029578,2.64,0.9144743,True,4372.0,8827.0
полтинник,1,7.41e-07,-6.130181792020672,2.87,0.84799474,True,11961.0,7153.0
полудень,1,1.95e-08,-7.709965388637482,1.29,0.9249034,True,11961.0,16084.0
полудурок,1,1.23e-07,-6.910094888560602,2.09,0.8339471,True,11961.0,12932.0
полузащитник,2,1.82e-05,-4.739928612014925,4.26,0.91501635,True,9435.0,939.0
полукольцо,1,1.23e-07,-6.910094888560602,2.09,1.0582358,True,11961.0,12932.0
полукровка,1,6.46e-07,-6.189767482004916,2.81,0.9224837,True,11961.0,7583.0
полумера,1,4.79e-08,-7.319664486585437,1.68,0.92212564,True,11961.0,15094.0
полуночник,1,7.76e-08,-7.110138278741812,1.89,0.94365525,True,11961.0,14180.0
полуостров,9,7.76e-06,-5.110138278741812,3.89,0.9872169,True,3469.0,1834.0
полуось,1,1.7e-07,-6.769551078621726,2.23,0.9694168,True,11961.0,11997.0
полупроводник,15,2.51e-07,-6.600326278518962,2.4,0.92894,True,2073.0,10740.0
полураспад,2,2.95e-08,-7.530177984021837,1.47,0.9444892,True,9435.0,15712.0
полутень,1,1.12e-07,-6.950781977329818,2.05,0.86539775,True,11961.0,13182.0
полутон,2,6.61e-08,-7.179798540514359,1.82,0.95788336,True,9435.0,14507.0
получатель,1,1.23e-06,-5.910094888560602,3.09,0.98635143,True,11961.0,5646.0
получение,1,3.24e-05,-4.489454989793388,4.51,1.0066329,True,11961.0,545.0
получка,4,1.41e-07,-6.85078088734462,2.15,1.0367402,True,6612.0,12531.0
полушарие,3,1.05e-06,-5.978810700930062,3.02,0.9523377,True,7747.0,6093.0
полушка,2,1.23e-07,-6.910094888560602,2.09,0.9511933,True,9435.0,12932.0
полушубок,3,1.66e-07,-6.779891911959945,2.22,0.9716556,True,7747.0,12066.0
полымя,2,4.37e-07,-6.359518563029578,2.64,0.8784345,True,9435.0,8827.0
полынь,9,1e-06,-6.0,3.0,0.95627975,True,3469.0,6221.0
полынья,2,1.12e-07,-6.950781977329818,2.05,0.9512825,True,9435.0,13182.0
польза,11,5.62e-06,-5.250263684430939,3.75,0.9803457,True,2872.0,2276.0
пользователь,1,6.92e-06,-5.1598939055432425,3.84,0.97023743,True,11961.0,1975.0
полька,7,7.76e-07,-6.110138278741812,2.89,0.9451649,True,4372.0,7027.0
полюс,29,3.98e-06,-5.400116927926312,3.6,0.9882318,True,951.0,2880.0
поляк,4,2.57e-06,-5.590066876668706,3.41,0.9657058,True,6612.0,3787.0
поляна,11,3.98e-06,-5.400116927926312,3.6,0.92784125,True,2872.0,2880.0
поляризация,4,5.89e-07,-6.229884705212898,2.77,0.98558855,True,6612.0,7877.0
полярник,3,2.57e-07,-6.590066876668706,2.41,0.95879036,True,7747.0,10658.0
полярность,8,5.13e-07,-6.289882634888183,2.71,0.9398746,True,3876.0,8294.0
пом,1,1.66e-06,-5.779891911959945,3.22,0.9830516,True,11961.0,4864.0
помада,45,1.74e-06,-5.7594507517174005,3.24,0.9474307,True,515.0,4736.0
помазок,5,3.16e-08,-7.5003129173815966,1.5,0.9484031,True,5709.0,15641.0
помело,11,2.09e-07,-6.679853713888946,2.32,0.91002774,True,2872.0,11346.0
померанец,2,3.31e-08,-7.480172006224281,1.52,0.813986,True,9435.0,15585.0
поместье,5,5.37e-06,-5.270025714300444,3.73,1.026769,True,5709.0,2365.0
помесь,1,5.75e-07,-6.2403321553103694,2.76,0.9914453,True,11961.0,7956.0
помет,5,5.25e-07,-6.279840696594043,2.72,0.9563321,True,5709.0,8224.0
помеха,1,2.69e-06,-5.570247719997592,3.43,0.92672545,True,11961.0,3684.0
помешательство,1,5.89e-07,-6.229884705212898,2.77,0.89310336,True,11961.0,7877.0
помещик,3,1.95e-06,-5.709965388637482,3.29,0.969406,True,7747.0,4466.0
помидор,133,1.48e-06,-5.8297382846050425,3.17,0.9138199,True,83.0,5179.0
поминки,2,1.41e-06,-5.85078088734462,3.15,0.9902988,True,9435.0,5291.0
помои,2,4.79e-07,-6.319664486585437,2.68,0.9959414,True,9435.0,8524.0
помойка,12,6.92e-07,-6.1598939055432425,2.84,0.9480682,True,2627.0,7371.0
помол,1,1.38e-07,-6.860120913598763,2.14,0.9957612,True,11961.0,12612.0
помор,1,1e-07,-7.0,2.0,0.8584764,True,11961.0,13519.0
помост,1,4.47e-07,-6.349692476868063,2.65,0.97614497,True,11961.0,8738.0
помочи,2,4.9e-08,-7.309803919971486,1.69,0.95341855,True,9435.0,15059.0
помощь,7,0.000178,-3.749579997691106,5.25,0.93160594,True,4372.0,59.0
помпа,7,2.63e-07,-6.580044251510242,2.42,0.9420291,True,4372.0,10566.0
помпон,5,8.91e-08,-7.050122295963125,1.95,0.9443738,True,5709.0,13822.0
помутнение,1,5.5e-07,-6.259637310505756,2.74,0.9468983,True,11961.0,8101.0
помысел,1,5.25e-08,-7.279840696594043,1.72,0.9410798,True,11961.0,14932.0
пон,1,2.45e-06,-5.610833915635467,3.39,0.8787327,True,11961.0,3880.0
понедельник,25,4.79e-05,-4.319664486585437,4.68,0.8223125,True,1133.0,359.0
пони,9,5.37e-06,-5.270025714300444,3.73,0.9604882,True,3469.0,2365.0
понимание,13,1.74e-05,-4.7594507517174005,4.24,0.9955596,True,2412.0,1002.0
поножовщина,2,1.62e-07,-6.790484985457369,2.21,0.879751,True,9435.0,12143.0
пономарь,1,4.57e-07,-6.34008379993015,2.66,0.9851324,True,11961.0,8677.0
понос,38,1.29e-06,-5.889410289700751,3.11,0.9508988,True,657.0,5519.0
понт,12,8.91e-07,-6.050122295963125,2.95,0.9468957,True,2627.0,6591.0
понтифик,4,4.07e-07,-6.39040559077478,2.61,0.98252755,True,6612.0,9070.0
пончик,22,1.78e-06,-5.749579997691106,3.25,0.9443905,True,1328.0,4685.0
пончо,2,4.27e-07,-6.369572124974976,2.63,1.015005,True,9435.0,8919.0
понятие,6,2.75e-05,-4.560667306169737,4.44,0.9590013,True,4962.0,645.0
понятой,1,1.95e-07,-6.709965388637482,2.29,0.9358802,True,11961.0,11538.0
